,Z,N,A,half_life,half_life_unit,half_life_type,br_alpha,br_alpha_type,half_life_alpha,half_life_alpha_unit,Q_alpha,Q_alpha_unit
185Ta,73,112,185,49.5,m,symmetric,,,,,0.9781274,MeV
191W,74,117,191,,,,,,,,-0.601,MeV
192W,74,118,192,,,,,,,,-1.215,MeV
193W,74,119,193,,,,,,,,-1.465,MeV
187W,74,113,187,23.8,h,symmetric,,,,,0.9545871,MeV
188W,74,114,188,69.77,d,symmetric,,,,,0.4066565,MeV
189W,74,115,189,11.6,m,symmetric,,,,,0.08600000000000001,MeV
190W,74,116,190,30,m,symmetric,,,,,-0.3695342,MeV
184W,74,110,184,STABLE,,,,,,,1.6491074000000001,MeV
185W,74,111,185,74.9,d,symmetric,,,,,1.5901709000000002,MeV
186W,74,112,186,STABLE,,,,,,,1.116118,MeV
194W,74,120,194,,,,,,,,-2.035,MeV
195W,74,121,195,,,,,,,,,
196W,74,122,196,,,,,,,,,
197W,74,123,197,,,,,,,,,
180W,74,106,180,1590000000000000000,y,symmetric,100.0,unreported,5.0176584e+25,s,2.515269,MeV
181W,74,107,181,120.96,d,symmetric,,,,,2.2218846,MeV
182W,74,108,182,STABLE,,,,,,,1.7643059,MeV
183W,74,109,183,STABLE,,,,,,,1.6724576,MeV
176W,74,102,176,2.5,h,symmetric,,,,,3.3357073,MeV
177W,74,103,177,132,m,symmetric,,,,,3.285143,MeV
178W,74,104,178,21.6,d,symmetric,,,,,3.0126016,MeV
179W,74,105,179,37.05,m,symmetric,,,,,2.7616004,MeV
174W,74,100,174,34.3,m,symmetric,,,,,3.6018510000000004,MeV
175W,74,101,175,35.2,m,symmetric,,,,,3.3736349,MeV
163W,74,89,163,2.7,s,symmetric,14.0,symmetric,19.285714285714285,s,5.5192516,MeV
162W,74,88,162,0.99,s,symmetric,46.0,symmetric,2.152173913043478,s,5.6782669,MeV
161W,74,87,161,409,ms,symmetric,73.0,symmetric,0.5602739726027397,s,5.9228816,MeV
160W,74,86,160,91,ms,symmetric,87.0,symmetric,0.10459770114942529,s,6.0655256,MeV
159W,74,85,159,8.5,ms,symmetric,100.0,approximation,0.0085,s,6.4508877,MeV
158W,74,84,158,1.4,ms,symmetric,100.0,unreported,0.0014,s,6.612454700000001,MeV
157W,74,83,157,275,ms,symmetric,,,,,5.1850000000000005,MeV
173W,74,99,173,7.29,m,symmetric,,,,,3.5645911999999997,MeV
172W,74,98,172,6.6,m,symmetric,,,,,3.8384505,MeV
171W,74,97,171,2.39,m,symmetric,,,,,3.9567502,MeV
170W,74,96,170,2.42,m,symmetric,,,,,4.1432687,MeV
169W,74,95,169,70,s,symmetric,,,,,4.2927302,MeV
168W,74,94,168,50.9,s,symmetric,0.0032,symmetric,1590625.0,s,4.50051,MeV
167W,74,93,167,19.9,s,symmetric,0.04,symmetric,49749.99999999999,s,4.7511923,MeV
166W,74,92,166,19.2,s,symmetric,0.035,symmetric,54857.14285714285,s,4.8560389,MeV
165W,74,91,165,5.1,s,symmetric,0.1,symmetric,5099.999999999999,s,5.0295853,MeV
164W,74,90,164,6.34,s,symmetric,3.8,symmetric,166.8421052631579,s,5.278276300000001,MeV
156W,74,82,156,,,,,,,,,
193Re,75,118,193,,,,,,,,-0.6970000000000001,MeV
194Re,75,119,194,5,s,symmetric,,,,,-0.965,MeV
191Re,75,116,191,9.8,m,symmetric,,,,,0.1202261,MeV
192Re,75,117,192,15.2,s,symmetric,,,,,-0.10400000000000001,MeV
185Re,75,110,185,STABLE,,,,,,,2.1951007,MeV
186Re,75,111,186,3.7185,d,asymmetric,,,,,2.0784485,MeV
189Re,75,114,189,24.2,h,symmetric,,,,,0.9903585,MeV
190Re,75,115,190,3,m,symmetric,,,,,0.5996717,MeV
187Re,75,112,187,41200000000,y,symmetric,,,,,1.6520823,MeV
188Re,75,113,188,17.004,h,symmetric,,,,,1.3976565,MeV
196Re,75,121,196,3,s,asymmetric,,,,,-1.684,MeV
197Re,75,122,197,,,,,,,,-1.966,MeV
195Re,75,120,195,6,s,symmetric,,,,,-1.465,MeV
198Re,75,123,198,,,,,,,,-2.285,MeV
199Re,75,124,199,,,,,,,,,
182Re,75,107,182,64.2,h,symmetric,,,,,2.727,MeV
183Re,75,108,183,70,d,symmetric,,,,,2.1228775,MeV
180Re,75,105,180,2.46,m,symmetric,,,,,3.1030999,MeV
181Re,75,106,181,19.95,h,symmetric,,,,,2.7724177,MeV
184Re,75,109,184,35.43,d,symmetric,,,,,2.2888955,MeV
175Re,75,100,175,5.89,m,symmetric,,,,,4.0070509,MeV
178Re,75,103,178,13.2,m,symmetric,,,,,3.6623981,MeV
179Re,75,104,179,19.5,m,symmetric,,,,,3.3994248,MeV
176Re,75,101,176,5.3,m,symmetric,,,,,3.8421765000000003,MeV
177Re,75,102,177,14,m,symmetric,,,,,3.7024523,MeV
164Re,75,89,164,0.72,s,symmetric,0.0,limit,,,5.9263426,MeV
163Re,75,88,163,390,ms,symmetric,32.0,symmetric,1.21875,s,6.0119883000000005,MeV
162Re,75,87,162,107,ms,symmetric,94.0,symmetric,0.11382978723404256,s,6.2403702,MeV
161Re,75,86,161,0.44,ms,symmetric,0.7,symmetric,0.06285714285714286,s,6.3282117,MeV
160Re,75,85,160,0.612,ms,symmetric,11.0,symmetric,0.0055636363636363635,s,6.6977533000000005,MeV
159Re,75,84,159,,,,,,,,6.758,MeV
174Re,75,99,174,2.38,m,symmetric,,,,,4.0396532,MeV
173Re,75,98,173,1.98,m,symmetric,,,,,4.311649500000001,MeV
172Re,75,97,172,15,s,symmetric,,,,,4.4021586,MeV
171Re,75,96,171,15.2,s,symmetric,,,,,4.6758637,MeV
170Re,75,95,170,9.2,s,symmetric,,,,,4.7688681,MeV
169Re,75,94,169,8.1,s,symmetric,0.005,symmetric,161999.99999999997,s,5.0137087000000005,MeV
168Re,75,93,168,4.4,s,symmetric,0.005,approximation,88000.0,s,5.0629999,MeV
167Re,75,92,167,5.9,s,symmetric,1.0,approximation,590.0,s,5.276,MeV
166Re,75,91,166,2.25,s,symmetric,24.0,limit,9.375,s,5.5191536,MeV
165Re,75,90,165,1.6,s,symmetric,14.0,symmetric,11.428571428571429,s,5.6943058,MeV
166Os,76,90,166,212,ms,symmetric,83.0,symmetric,0.25542168674698795,s,6.1427746,MeV
167Os,76,91,167,839,ms,symmetric,51.0,symmetric,1.6450980392156862,s,5.9846624,MeV
168Os,76,92,168,2.1,s,symmetric,45.0,symmetric,4.666666666666667,s,5.8156444,MeV
169Os,76,93,169,3.4,s,symmetric,13.7,symmetric,24.817518248175183,s,5.7134159,MeV
170Os,76,94,170,7.4,s,symmetric,9.5,symmetric,77.89473684210526,s,5.536863500000001,MeV
171Os,76,95,171,8.3,s,symmetric,1.8,symmetric,461.1111111111111,s,5.3710583,MeV
172Os,76,96,172,19.2,s,symmetric,1.2,symmetric,1600.0,s,5.2243737,MeV
173Os,76,97,173,22.4,s,symmetric,0.4,symmetric,5599.999999999999,s,5.0547005,MeV
174Os,76,98,174,44,s,symmetric,0.02,asymmetric,220000.0,s,4.8705053,MeV
175Os,76,99,175,1.4,m,symmetric,,,,,4.5558190000000005,MeV
161Os,76,85,161,0.64,ms,symmetric,100.0,approximation,0.00064,s,7.068857200000001,MeV
162Os,76,86,162,2.1,ms,symmetric,100.0,approximation,0.0021000000000000003,s,6.767783400000001,MeV
163Os,76,87,163,5.8,ms,symmetric,100.0,approximation,0.0058,s,6.6725656,MeV
164Os,76,88,164,21,ms,symmetric,96.0,asymmetric,0.021875000000000002,s,6.4794339,MeV
165Os,76,89,165,71,ms,symmetric,90.0,symmetric,0.07888888888888888,s,6.3354935,MeV
202Os,76,126,202,,,,,,,,,
203Os,76,127,203,,,,,,,,,
196Os,76,120,196,34.9,m,symmetric,,,,,-1.082,MeV
197Os,76,121,197,93,s,symmetric,,,,,-1.315,MeV
198Os,76,122,198,125,s,symmetric,,,,,-1.615,MeV
199Os,76,123,199,5,s,asymmetric,,,,,-1.955,MeV
200Os,76,124,200,6,s,asymmetric,,,,,-2.235,MeV
201Os,76,125,201,,,,,,,,-2.394,MeV
191Os,76,115,191,15,d,symmetric,,,,,1.0838887,MeV
192Os,76,116,192,STABLE,,,,,,,0.3606614,MeV
193Os,76,117,193,29.83,h,symmetric,,,,,-0.01,MeV
194Os,76,118,194,6,y,symmetric,,,,,-0.4912599,MeV
195Os,76,119,195,6.4,m,symmetric,,,,,-0.7603359000000001,MeV
186Os,76,110,186,2000000000000000,y,symmetric,100.0,unreported,6.31152e+22,s,2.8211964,MeV
187Os,76,111,187,STABLE,,,,,,,2.7217317,MeV
188Os,76,112,188,STABLE,,,,,,,2.1432356,MeV
189Os,76,113,189,STABLE,,,,,,,1.9761535,MeV
190Os,76,114,190,STABLE,,,,,,,1.3758612000000001,MeV
180Os,76,104,180,21.5,m,symmetric,,,,,3.8604949000000004,MeV
181Os,76,105,181,106,m,symmetric,,,,,3.7268471,MeV
182Os,76,106,182,22.04,h,symmetric,,,,,3.3730407000000002,MeV
183Os,76,107,183,13,h,symmetric,,,,,3.206571,MeV
184Os,76,108,184,11200000000000,y,symmetric,100.0,approximation,3.5344512e+20,s,2.9587617,MeV
185Os,76,109,185,92.95,d,symmetric,,,,,3.0031208,MeV
176Os,76,100,176,3.6,m,symmetric,,,,,4.5410909,MeV
177Os,76,101,177,3,m,symmetric,,,,,4.3460242,MeV
178Os,76,102,178,5,m,symmetric,,,,,4.2579345,MeV
179Os,76,103,179,6.3,m,symmetric,,,,,4.187747000000001,MeV
160Os,76,84,160,,,,,,,,,
200Ir,77,123,200,43,s,symmetric,,,,,-1.635,MeV
201Ir,77,124,201,21,s,symmetric,,,,,-1.9140000000000001,MeV
198Ir,77,121,198,9.1,s,symmetric,,,,,-0.875,MeV
199Ir,77,122,199,6,s,symmetric,,,,,-1.2630000000000001,MeV
197Ir,77,120,197,5.8,m,symmetric,,,,,-0.4573975,MeV
204Ir,77,127,204,,,,,,,,,
205Ir,77,128,205,,,,,,,,,
202Ir,77,125,202,11,s,symmetric,,,,,-2.075,MeV
203Ir,77,126,203,,,,,,,,-2.065,MeV
189Ir,77,112,189,13.2,d,symmetric,,,,,2.9444793000000002,MeV
190Ir,77,113,190,11.78,d,symmetric,,,,,2.74879,MeV
187Ir,77,110,187,10.5,h,symmetric,,,,,3.8353702,MeV
188Ir,77,111,188,41.5,h,symmetric,,,,,3.449948,MeV
195Ir,77,118,195,2.29,h,symmetric,,,,,0.23317390000000002,MeV
196Ir,77,119,196,51.9,s,symmetric,,,,,-0.2716095,MeV
193Ir,77,116,193,STABLE,,,,,,,1.0178763,MeV
194Ir,77,117,194,19.2,h,symmetric,,,,,0.6263225,MeV
191Ir,77,114,191,STABLE,,,,,,,2.0828062,MeV
192Ir,77,115,192,73.826,d,symmetric,,,,,1.7563336,MeV
178Ir,77,101,178,12,s,symmetric,,,,,4.9938714,MeV
179Ir,77,102,179,79,s,symmetric,,,,,4.7816767,MeV
177Ir,77,100,177,30,s,symmetric,0.06,symmetric,50000.00000000001,s,5.081529400000001,MeV
186Ir,77,109,186,16.64,h,symmetric,,,,,3.8488777,MeV
184Ir,77,107,184,3.09,h,symmetric,,,,,3.8015924,MeV
185Ir,77,108,185,14.4,h,symmetric,,,,,3.7569382,MeV
182Ir,77,105,182,15,m,symmetric,,,,,4.1768591,MeV
183Ir,77,106,183,58,m,symmetric,,,,,3.9572578,MeV
180Ir,77,103,180,1.5,m,symmetric,,,,,4.6604446,MeV
181Ir,77,104,181,4.9,m,symmetric,,,,,4.3812240000000005,MeV
167Ir,77,90,167,30,ms,symmetric,44.0,symmetric,0.06818181818181819,s,6.5048887,MeV
168Ir,77,91,168,222,ms,asymmetric,100.0,limit,0.222,s,6.381295000000001,MeV
169Ir,77,92,169,353,ms,symmetric,53.0,symmetric,0.6660377358490567,s,6.1410216,MeV
170Ir,77,93,170,0.87,s,asymmetric,5.2,symmetric,16.73076923076923,s,6.23,MeV
171Ir,77,94,171,3.2,s,asymmetric,15.0,symmetric,21.333333333333336,s,5.997,MeV
172Ir,77,95,172,4.4,s,symmetric,2.0,approximation,220.0,s,5.9905999,MeV
173Ir,77,96,173,9,s,symmetric,3.5,symmetric,257.1428571428571,s,5.7158754,MeV
174Ir,77,97,174,7.9,s,symmetric,0.5,symmetric,1580.0,s,5.693143500000001,MeV
175Ir,77,98,175,8.9,s,symmetric,0.85,symmetric,1047.0588235294117,s,5.430858100000001,MeV
176Ir,77,99,176,8.9,s,symmetric,3.1,symmetric,287.0967741935484,s,5.2600002,MeV
163Ir,77,86,163,,,,,,,,7.069,MeV
164Ir,77,87,164,,,,,,,,6.97,MeV
165Ir,77,88,165,1,us,limit,,,,,6.823,MeV
166Ir,77,89,166,11.7,ms,symmetric,93.0,symmetric,0.012580645161290321,s,6.7223507,MeV
208Pt,78,130,208,,,,,,,,,
178Pt,78,100,178,21,s,symmetric,7.7,symmetric,272.72727272727275,s,5.5729819,MeV
179Pt,78,101,179,21.2,s,symmetric,0.24,symmetric,8833.333333333334,s,5.4123174,MeV
184Pt,78,106,184,17.3,m,symmetric,0.0017,symmetric,61058823.52941177,s,4.5987954,MeV
185Pt,78,107,185,70.9,m,symmetric,0.005,symmetric,85080000.0,s,4.4369081,MeV
186Pt,78,108,186,2.08,h,symmetric,0.00014,approximation,5348571428.571429,s,4.3197459,MeV
187Pt,78,109,187,2.35,h,symmetric,,,,,4.5534825,MeV
180Pt,78,102,180,56,s,symmetric,0.52,symmetric,10769.23076923077,s,5.2763933,MeV
181Pt,78,103,181,52,s,symmetric,0.074,symmetric,70270.27027027027,s,5.1500349,MeV
182Pt,78,104,182,2.7,m,symmetric,0.038,symmetric,426315.7894736843,s,4.9509069,MeV
183Pt,78,105,183,6.5,m,symmetric,0.0096,symmetric,4062500.0000000005,s,4.8220248,MeV
188Pt,78,110,188,10.2,d,symmetric,2.6e-05,symmetric,3389538461538.4614,s,4.0066799,MeV
189Pt,78,111,189,10.89,h,symmetric,,,,,3.911587,MeV
190Pt,78,112,190,489669354359,y,symmetric,100.0,unreported,1.5452789617119578e+19,s,3.2686121,MeV
195Pt,78,117,195,STABLE,,,,,,,1.1764449,MeV
196Pt,78,118,196,STABLE,,,,,,,0.8128492,MeV
197Pt,78,119,197,19.8915,h,symmetric,,,,,0.5497104,MeV
191Pt,78,113,191,2.86,d,symmetric,,,,,3.0957631,MeV
192Pt,78,114,192,STABLE,,,,,,,2.4238600000000003,MeV
193Pt,78,115,193,50,y,symmetric,,,,,2.0822089,MeV
194Pt,78,116,194,STABLE,,,,,,,1.5228078,MeV
198Pt,78,120,198,STABLE,,,,,,,0.10624259999999999,MeV
199Pt,78,121,199,30.51,m,symmetric,,,,,-0.30201940000000005,MeV
200Pt,78,122,200,12.6,h,symmetric,,,,,-0.7469711,MeV
201Pt,78,123,201,2.5,m,symmetric,,,,,-1.086,MeV
206Pt,78,128,206,,,,,,,,0.865,MeV
207Pt,78,129,207,,,,,,,,0.706,MeV
202Pt,78,124,202,44,h,symmetric,,,,,-1.5170000000000001,MeV
203Pt,78,125,203,22,s,symmetric,,,,,-1.665,MeV
204Pt,78,126,204,10.7,s,symmetric,,,,,-1.495,MeV
205Pt,78,127,205,,,,,,,,-0.405,MeV
166Pt,78,88,166,280,us,asymmetric,100.0,unreported,0.00028,s,7.2922662,MeV
165Pt,78,87,165,260,us,asymmetric,100.0,approximation,0.00026,s,7.453005,MeV
167Pt,78,89,167,0.9,ms,symmetric,100.0,symmetric,0.0009000000000000001,s,7.158089200000001,MeV
169Pt,78,91,169,6.99,ms,symmetric,100.0,approximation,0.0069900000000000006,s,6.8576107,MeV
168Pt,78,90,168,2.02,ms,symmetric,100.0,approximation,0.00202,s,6.9897297,MeV
171Pt,78,93,171,46,ms,symmetric,90.0,symmetric,0.05111111111111111,s,6.6073756999999995,MeV
170Pt,78,92,170,13.9,ms,symmetric,100.0,approximation,0.013900000000000001,s,6.707408099999999,MeV
173Pt,78,95,173,374,ms,symmetric,84.0,symmetric,0.44523809523809527,s,6.3613102,MeV
172Pt,78,94,172,97.4,ms,symmetric,97.0,symmetric,0.10041237113402063,s,6.4634089999999995,MeV
175Pt,78,97,175,2.43,s,symmetric,64.0,symmetric,3.796875,s,6.163637700000001,MeV
174Pt,78,96,174,0.868,s,symmetric,75.0,symmetric,1.1573333333333333,s,6.1831682,MeV
177Pt,78,99,177,10,s,symmetric,5.7,symmetric,175.43859649122805,s,5.642897700000001,MeV
176Pt,78,98,176,6.32,s,symmetric,40.0,symmetric,15.8,s,5.8848064,MeV
169Au,79,90,169,,,,,,,,7.382000000000001,MeV
171Au,79,92,171,22,us,asymmetric,,,,,7.085229099999999,MeV
170Au,79,91,170,0.29,ms,asymmetric,11.0,symmetric,0.0026363636363636363,s,7.1773107000000005,MeV
173Au,79,94,173,26.3,ms,symmetric,94.0,asymmetric,0.027978723404255324,s,6.8364832,MeV
172Au,79,93,172,22,ms,asymmetric,100.0,approximation,0.022,s,6.923303700000001,MeV
175Au,79,96,175,201,ms,symmetric,90.0,symmetric,0.22333333333333333,s,6.583427800000001,MeV
174Au,79,95,174,139,ms,symmetric,90.0,symmetric,0.15444444444444444,s,6.6992937,MeV
177Au,79,98,177,1.454,s,symmetric,54.0,symmetric,2.692592592592592,s,6.2978037,MeV
176Au,79,97,176,1.05,s,symmetric,58.0,symmetric,1.810344827586207,s,6.4334907,MeV
178Au,79,99,178,3.4,s,symmetric,16.0,symmetric,21.25,s,6.057992100000001,MeV
168Au,79,89,168,,,,,,,,7.588,MeV
188Au,79,109,188,8.84,m,symmetric,,,,,4.8146247,MeV
179Au,79,100,179,7.2,s,symmetric,22.0,symmetric,32.72727272727273,s,5.9810233,MeV
182Au,79,103,182,15.5,s,symmetric,0.13,symmetric,11923.076923076924,s,5.5254222,MeV
183Au,79,104,183,42.8,s,symmetric,0.55,symmetric,7781.81818181818,s,5.465315800000001,MeV
180Au,79,101,180,7.9,s,symmetric,0.58,symmetric,1362.0689655172416,s,5.8313605,MeV
181Au,79,102,181,13.7,s,symmetric,2.7,symmetric,507.40740740740733,s,5.7513689,MeV
186Au,79,107,186,10.7,m,symmetric,0.0008,symmetric,80250000.0,s,4.911910600000001,MeV
187Au,79,108,187,8.3,m,symmetric,,,,,4.7484422,MeV
184Au,79,105,184,21,s,symmetric,0.016,limit,131250.0,s,5.233899900000001,MeV
185Au,79,106,185,4.3,m,symmetric,0.26,symmetric,99230.76923076923,s,5.1799695,MeV
189Au,79,110,189,28.7,m,symmetric,,,,,4.3286837,MeV
190Au,79,111,190,42.8,m,symmetric,,,,,3.9138945,MeV
193Au,79,114,193,17.65,h,symmetric,,,,,2.6199072,MeV
194Au,79,115,194,38.06,h,symmetric,,,,,2.1167489,MeV
191Au,79,112,191,3.18,h,symmetric,,,,,3.3265503,MeV
192Au,79,113,192,4.94,h,symmetric,,,,,3.1478557,MeV
197Au,79,118,197,STABLE,,,,,,,0.9716373,MeV
198Au,79,119,198,2.69469,d,symmetric,,,,,0.5260676999999999,MeV
195Au,79,116,195,186.01,d,symmetric,,,,,1.7168497,MeV
196Au,79,117,196,6.156,d,symmetric,,,,,1.2719973,MeV
200Au,79,121,200,48.4,m,symmetric,,,,,-0.229488,MeV
201Au,79,122,201,26,m,symmetric,,,,,-0.5614987,MeV
199Au,79,120,199,3.135,d,symmetric,,,,,0.1736501,MeV
204Au,79,125,204,38.4,s,symmetric,,,,,-1.245,MeV
205Au,79,126,205,32,s,symmetric,,,,,-1.155,MeV
202Au,79,123,202,28.4,s,symmetric,,,,,-1.068,MeV
203Au,79,124,203,60,s,symmetric,,,,,-1.1698255,MeV
208Au,79,129,208,,,,,,,,1.235,MeV
206Au,79,127,206,47,s,symmetric,,,,,0.025,MeV
207Au,79,128,207,,,,,,,,1.305,MeV
209Au,79,130,209,,,,,,,,0.9450000000000001,MeV
210Au,79,131,210,,,,,,,,,
170Hg,80,90,170,80,us,asymmetric,100.0,symmetric,7.999999999999999e-05,s,7.77323,MeV
174Hg,80,94,174,1.9,ms,asymmetric,100.0,approximation,0.0019,s,7.2332692,MeV
173Hg,80,93,173,0.8,ms,symmetric,100.0,approximation,0.0008,s,7.3780245,MeV
172Hg,80,92,172,231,us,symmetric,100.0,approximation,0.00023099999999999998,s,7.5238007,MeV
171Hg,80,91,171,59,us,asymmetric,100.0,approximation,5.9e-05,s,7.6676865,MeV
178Hg,80,98,178,266,ms,symmetric,89.0,symmetric,0.298876404494382,s,6.5773459999999995,MeV
177Hg,80,97,177,117,ms,symmetric,100.0,unreported,0.117,s,6.7360198,MeV
176Hg,80,96,176,20,ms,symmetric,94.0,asymmetric,0.02127659574468085,s,6.8971154,MeV
175Hg,80,95,175,10.2,ms,symmetric,100.0,symmetric,0.010199999999999999,s,7.0722101,MeV
179Hg,80,99,179,1.05,s,symmetric,75.0,symmetric,1.4000000000000001,s,6.3508448,MeV
183Hg,80,103,183,8.9,s,symmetric,23.6,symmetric,37.71186440677966,s,6.038556,MeV
184Hg,80,104,184,30.9,s,symmetric,1.11,symmetric,2783.7837837837837,s,5.6601723,MeV
185Hg,80,105,185,48.2,s,symmetric,6.0,symmetric,803.3333333333334,s,5.7729305,MeV
186Hg,80,106,186,1.38,m,symmetric,0.016,symmetric,517499.9999999999,s,5.2044457,MeV
187Hg,80,107,187,1.9,m,symmetric,,,,,5.229771800000001,MeV
188Hg,80,108,188,3.25,m,symmetric,3.7e-05,symmetric,527027027.0270271,s,4.7092193,MeV
189Hg,80,109,189,8,m,symmetric,,,,,4.6368499000000005,MeV
190Hg,80,110,190,20,m,symmetric,,,,,4.0689065,MeV
191Hg,80,111,191,49,m,symmetric,,,,,3.6685968,MeV
192Hg,80,112,192,4.85,h,symmetric,,,,,3.3845726,MeV
193Hg,80,113,193,3.8,h,symmetric,,,,,2.9823243,MeV
194Hg,80,114,194,447,y,symmetric,,,,,2.6976359000000003,MeV
195Hg,80,115,195,10.68,h,symmetric,,,,,2.2600784,MeV
196Hg,80,116,196,STABLE,,,,,,,2.0376656,MeV
197Hg,80,117,197,64.96,h,symmetric,,,,,1.5145302999999999,MeV
198Hg,80,118,198,STABLE,,,,,,,1.3808702000000002,MeV
199Hg,80,119,199,STABLE,,,,,,,0.8228961,MeV
200Hg,80,120,200,STABLE,,,,,,,0.7163547,MeV
201Hg,80,121,201,STABLE,,,,,,,0.3323295,MeV
202Hg,80,122,202,STABLE,,,,,,,0.1337923,MeV
203Hg,80,123,203,46.612,d,symmetric,,,,,-0.3054191,MeV
204Hg,80,124,204,STABLE,,,,,,,-0.5158858000000001,MeV
180Hg,80,100,180,2.58,s,symmetric,48.0,symmetric,5.375,s,6.2584894,MeV
181Hg,80,101,181,3.6,s,symmetric,24.0,symmetric,15.000000000000002,s,6.2843935,MeV
182Hg,80,102,182,10.88,s,symmetric,13.8,symmetric,78.84057971014492,s,5.9956845,MeV
205Hg,80,125,205,5.1,m,symmetric,,,,,-0.9719289,MeV
206Hg,80,126,206,8.32,m,symmetric,,,,,-0.6785156,MeV
207Hg,80,127,207,2.9,m,symmetric,,,,,0.598,MeV
208Hg,80,128,208,135,s,symmetric,,,,,1.93,MeV
209Hg,80,129,209,6.3,s,symmetric,,,,,1.7850000000000001,MeV
210Hg,80,130,210,63.7,s,symmetric,,,,,1.5150000000000001,MeV
211Hg,80,131,211,26.4,s,symmetric,,,,,1.324,MeV
212Hg,80,132,212,,,,,,,,1.095,MeV
213Hg,80,133,213,,,,,,,,,
214Hg,80,134,214,,,,,,,,,
215Hg,80,135,215,,,,,,,,,
216Hg,80,136,216,,,,,,,,,
192Tl,81,111,192,9.6,m,symmetric,,,,,4.0741501,MeV
193Tl,81,112,193,21.6,m,symmetric,,,,,3.6798238000000003,MeV
191Tl,81,110,191,,,,,,,,4.3209137,MeV
189Tl,81,108,189,2.3,m,symmetric,,,,,4.8171285,MeV
190Tl,81,109,190,2.8,m,symmetric,,,,,4.9237044,MeV
187Tl,81,106,187,51,s,approximation,,,,,5.3219796,MeV
188Tl,81,107,188,71,s,symmetric,,,,,5.557395400000001,MeV
185Tl,81,104,185,19.5,s,symmetric,,,,,5.6884793,MeV
186Tl,81,105,186,3.4,s,asymmetric,0.0,limit,,,5.9961199,MeV
183Tl,81,102,183,6.9,s,symmetric,,,,,5.9763946,MeV
184Tl,81,103,184,9.5,s,symmetric,1.22,symmetric,778.688524590164,s,6.3173754,MeV
203Tl,81,122,203,STABLE,,,,,,,0.9075272,MeV
204Tl,81,123,204,3.7833,y,symmetric,,,,,0.4691081,MeV
201Tl,81,120,201,3.0421,d,symmetric,,,,,1.5340571,MeV
202Tl,81,121,202,12.4706,d,symmetric,,,,,1.1754578,MeV
200Tl,81,119,200,26.1,h,symmetric,,,,,1.6665746,MeV
198Tl,81,117,198,5.3,h,symmetric,,,,,2.2582809000000004,MeV
199Tl,81,118,199,7.42,h,symmetric,,,,,2.0827481,MeV
196Tl,81,115,196,1.84,h,symmetric,,,,,2.8506697,MeV
197Tl,81,116,197,2.83,h,symmetric,,,,,2.6256917,MeV
194Tl,81,113,194,33.3,m,symmetric,,,,,3.4711265,MeV
195Tl,81,114,195,1.15,h,symmetric,,,,,3.2177026,MeV
181Tl,81,100,181,2.9,s,symmetric,8.6,symmetric,33.72093023255814,s,6.322071200000001,MeV
182Tl,81,101,182,1.9,s,symmetric,0.5,limit,380.0,s,6.5508999,MeV
214Tl,81,133,214,11,s,symmetric,,,,,1.36,MeV
215Tl,81,134,215,9.7,s,symmetric,,,,,,
212Tl,81,131,212,30.9,s,symmetric,,,,,1.934,MeV
213Tl,81,132,213,23.8,s,symmetric,,,,,1.589,MeV
211Tl,81,130,211,79.6,s,asymmetric,,,,,2.138,MeV
209Tl,81,128,209,2.162,m,symmetric,,,,,2.501,MeV
210Tl,81,129,210,1.3,m,symmetric,,,,,2.5180000000000002,MeV
207Tl,81,126,207,4.77,m,symmetric,,,,,-0.3159084,MeV
208Tl,81,127,208,3.053,m,symmetric,,,,,1.215,MeV
205Tl,81,124,205,STABLE,,,,,,,0.15498750000000003,MeV
206Tl,81,125,206,4.202,m,symmetric,,,,,-0.3252275,MeV
218Tl,81,137,218,,,,,,,,,
216Tl,81,135,216,5.9,s,symmetric,,,,,,
217Tl,81,136,217,,,,,,,,,
176Tl,81,95,176,5.2,ms,asymmetric,,,,,7.4778231,MeV
177Tl,81,96,177,18,ms,symmetric,73.0,symmetric,0.024657534246575342,s,7.0669981,MeV
178Tl,81,97,178,254,ms,asymmetric,62.0,symmetric,0.4096774193548387,s,7.0200433,MeV
179Tl,81,98,179,426,ms,symmetric,60.0,symmetric,0.71,s,6.7091387000000005,MeV
180Tl,81,99,180,1.09,s,symmetric,6.0,symmetric,18.166666666666668,s,6.7056128,MeV
178Pb,82,96,178,0.2,ms,asymmetric,100.0,approximation,0.0002,s,7.7894724,MeV
179Pb,82,97,179,2.7,ms,symmetric,100.0,approximation,0.0027,s,7.5961352,MeV
180Pb,82,98,180,4.1,ms,symmetric,100.0,approximation,0.0040999999999999995,s,7.4186542,MeV
181Pb,82,99,181,36,ms,symmetric,100.0,approximation,0.036000000000000004,s,7.240276,MeV
198Pb,82,116,198,2.4,h,symmetric,,,,,3.6915934000000004,MeV
199Pb,82,117,199,90,m,symmetric,,,,,3.3566915,MeV
200Pb,82,118,200,21.5,h,symmetric,,,,,3.1501704,MeV
201Pb,82,119,201,9.33,h,symmetric,,,,,2.8442822000000003,MeV
194Pb,82,112,194,10.7,m,symmetric,7.3e-06,symmetric,8794520547.945204,s,4.737843,MeV
195Pb,82,113,195,15,m,approximation,,,,,4.4288935,MeV
196Pb,82,114,196,37,m,symmetric,3e-05,limit,7400000000.000001,s,4.238330700000001,MeV
